,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
3445,2021-01-13, Finance and Administration Assistant,"Former Employee, less than 1 year","Vienna, Vienna",5,5.0,5.0,5.0,3.0,4.0,5.0,v,v,v,Good job,"13 and 14 salary, vacation, very supportive",There are no cons from my side,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3447,2021-01-13, Line Worker,"Former Employee, less than 1 year","Brampton, ON",3,3.0,3.0,3.0,3.0,3.0,3.0,o,o,o,Pay,Good work experience no pressure,Less opportunities for new workers,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3449,2021-01-13, Recruiter,"Current Employee, more than 1 year",Melbourne,5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Manufacturing,Work life balance and family oriented,None the company listens to your values and your initiatives,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3451,2021-01-13, Warehouse Operative,"Former Employee, less than 1 year","Kirkcaldy, Scotland, Scotland",4,3.0,3.0,3.0,3.0,3.0,3.0,v,r,r,not THAT bad,"good pay, plenty of overtime opportunities","mandatory overtime, overreliance on apps,",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3453,2021-01-16, Senior Software Developer,"Current Employee, more than 1 year",Bangalore,5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Good Company,Painless on boarding process and good company to work,Leave policy can be improved.,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3455,2021-01-18, Administrative,"Current Employee, more than 1 year","Toronto, ON",2,2.0,2.0,2.0,2.0,2.0,2.0,x,x,x,Average place to work at,Good people to work with,Management is condescending and expect you to work extra hours.,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3457,2021-01-18, Covid,Current Employee,"New York, NY",5,5.0,5.0,5.0,5.0,5.0,5.0,o,o,o,Great attentive staff,"Easy to reach out to
Cultural diversity",Can’t think of any at the moment,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3459,2021-01-20, Collector,"Current Employee, more than 1 year","Melville, NY",4,3.0,3.0,4.0,3.0,3.0,3.0,v,r,v,Great place to start,"Experience, hands on, great place to start","Pay, heavy work load, burnout",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3461,2021-01-20, Receptionist/Administrative Assistant,"Former Employee, more than 1 year","Tulsa, OK",3,3.0,3.0,3.0,3.0,3.0,3.0,v,r,r,Little room for advancement.,Fun to work with clients.,Little room for advancement. Stressful environment.,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3463,2021-01-21, Associate,"Current Employee, less than 1 year",Sydney,4,4.0,4.0,4.0,4.0,2.0,4.0,v,r,v,123,Good communication Great work good pay,Less work Less benefits less trust,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3465,2021-01-21, Customer Service Representative (CSR),"Former Employee, less than 1 year","Pueblo, CO",1,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,"THEY DON'T PAY US, THEN THEY LIE TO GOVERNMENT AGENCIES ABOUT IT!","NONE whatsoever. TACC makes fun of you if you cannot log in. WORK AT HOME support, is NON existent. If you cannot do something bc OF THEIR COMPUTER SYSTEMS, be prepared to take bl.ame. Even if though it's not our fault we couldn't log in. I was working 40+ hours a week. I barely go paid 20. I still have 0ver $600+ owed to me, from not being paid. When you try to contact them the phone just rings and rings. And if you leave a message, be prepared for them to make fun of you for having to do that too. This company has wage theft claims dating back to 2010!!!! HOW TF IS A CORRUPT COMPANY SUCH AS ADECCO STILL IN BUSINESS??????????????",You don't get paid. The company lies and covers their butts. Corruption at the very definition.... Thousands of people have not been paid by this company!,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3467,2021-01-22, Order Picker,"Current Employee, less than 1 year","Louisville, KY",5,3.0,3.0,5.0,2.0,2.0,3.0,v,v,v,Easy,"Easy work, you can listen to your mp3","Long hours, work pretty late",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3469,2021-01-22," Senior, Finance Executive","Current Employee, less than 1 year",Bangalore,4,2.0,4.0,4.0,4.0,3.0,4.0,v,v,x,Better place to work,"Every thing good,lot of opportunities to grow personally and professionally","Every thing good, nothing I see as now , lot of opportunities to grow personally and professionally",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3471,2021-01-25, Administrative Assistant,"Former Employee, more than 1 year","Dublin, Dublin",3,3.0,2.0,3.0,3.0,2.0,2.0,v,r,r,Consistent job given by recruiting agent,consistent job contracted to different big companies,The pay is very poor compared to other recruiting companies,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3473,2021-01-26, Data Entry Clerk,"Former Employee, less than 1 year","Baltimore, MD",4,5.0,5.0,5.0,3.0,3.0,3.0,v,o,v,Fair pay,"Time management is fair and good environment working, colleague are nice and young.",low pay rate and there are no connection between management and staff,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3475,2021-01-26, Fufillment Associate,"Former Employee, less than 1 year","Doncaster, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,r,r,i wouldnt bother,"you get paid weekly 
set timetable","always so rude 
never listen 
makes you miserable",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3477,2021-01-26, Legal Counsel,Former Employee,Athens,4,4.0,3.0,3.0,4.0,3.0,3.0,v,v,v,Company,Good and friendly enviroment to work,I did not had any problem,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3479,2021-01-27, Recruiter,"Former Employee, more than 1 year",Bucharest,4,3.0,4.0,4.0,3.0,4.0,3.0,o,o,o,Okay place to work,Great team and good environment,Target presure all about numbers,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3481,2021-01-27, Senior Consultant,"Current Employee, more than 3 years",Bangalore,3,3.0,3.0,2.0,2.0,4.0,1.0,x,v,r,Average company,Pay is always on time. Good benefits,Management has changed and to much unrequired pressure,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3483,2021-01-27, Supervisor,"Current Employee, more than 10 years","Cincinnati, OH",3,4.0,4.0,5.0,4.0,2.0,4.0,x,o,r,Its a job,"Flexible hours, wide range of opportunities to choose from",The Pay and benefits are minimal,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3485,2021-01-28, Account Executive,"Former Employee, more than 3 years","Austin, TX",4,4.0,4.0,3.0,3.0,4.0,3.0,v,v,v,Great,"Full benefits, friendly staff, events","Pto, salary, hours, overtime, schedule",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3487,2021-01-28, Warehouse Operative,"Current Employee, less than 1 year","Coventry, England, England",5,5.0,4.0,5.0,5.0,3.0,5.0,v,v,v,Opportunities available,You can move up the ladder with hard work and connections. Supportive members,People might see the hours as long,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3489,2021-02-01, Customer Service Representative,Former Employee,"Glasgow, Scotland, Scotland",4,5.0,4.0,5.0,4.0,4.0,5.0,v,r,r,Good company to work for,Relatively good salary for customer service role.,"The job became extremely stressful during the pandemic. Due to reduced staff numbers, the customers were getting through to us after very long waiting times and this often lead to us handling multiple complaints and angry callers per day. The job itself is also quite repetitive.",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3491,2021-02-02, Manager,"Current Employee, more than 3 years",Mumbai,4,2.0,3.0,3.0,3.0,3.0,3.0,v,r,r,OK company to work with,Good Payer in the market,Not much work life balance & trainings,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3493,2021-02-03, Sales Support Associate,"Former Employee, more than 1 year",Kuala Lumpur,3,3.0,2.0,2.0,2.0,3.0,3.0,x,v,r,Should you consider working here?,Recognition for work and effort,Too much office politics and people are not oriented,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3495,2021-02-04, Director of Regional Accounts,"Former Employee, more than 8 years","Phoenix, AZ",3,2.0,2.0,4.0,4.0,3.0,4.0,x,o,o,Adecco,Able to grow my career,Left due to unethical and dishonest sales tatics,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3497,2021-02-06, Customer Service,Former Employee,"Perivale, England, England",4,3.0,4.0,4.0,5.0,3.0,4.0,v,r,r,Friendly company,"Welcoming, understanding and good training",Separate groups not all employees as welcoming as others,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3499,2021-02-06, Customer Service Representative,Current Employee,"Brunswick, GA",5,1.0,5.0,5.0,5.0,5.0,5.0,v,v,v,great,great opportunities for growth and experience.,"schedules don’t change , hectic schedule",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3501,2021-02-06, Team Member,Former Employee,"Rockledge, FL",3,3.0,3.0,4.0,3.0,3.0,3.0,v,r,v,Chill,It was a really relaxed environment and easy to do.,They closed my vertical and didn't move me to another,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3503,2021-02-07, Customer Support Specialist,"Former Employee, more than 3 years",Braga,2,3.0,2.0,5.0,1.0,2.0,2.0,x,x,r,They don't know how to manage their own management activities,Payments made in a timely manner,Try to pay less hours than the one's you've worked,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3505,2021-02-09, Senior Process Executive,"Current Employee, more than 1 year",Bangalore,5,1.0,1.0,1.0,4.0,4.0,1.0,x,o,r,Payroll executive,"Good team, full support, good incentive, supportive tl, health insurance","Horrible software, no work life balance, management spent money on software instead of employees, very far, no value for hard work",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3507,2021-02-10, Legal Assistant,Former Employee,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Admissions officer,Lovely staff and good communication,No cons experienced with company.,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3509,2021-02-10, Recruiter,"Current Employee, less than 1 year","Dayton, OH",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Absolutely Wonderful!!,"Great managers, great team, great incentives!!",I really cannot think of any!,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3511,2021-02-10, Talent Acquisition Specialist,"Former Employee, more than 1 year",Bangalore,2,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Salary,Salary is credited on time,Salary gap varies vastly within the team,adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
3513,2021-02-11, Customer Service Representative (CSR),"Current Employee, less than 1 year",Radial Conchillas,5,5.0,5.0,5.0,5.0,5.0,5.0,v,x,x,Full time employment,"Good hours, flexible, good staff","Seasonal, favoritism, undertone after mass hiring",adecco,adecco.com,1996.0,staffing and recruiting,10001+,"glattbrugg, zurich, switzerland",switzerland,linkedin.com/company/adecco,14481,54988
